Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
March 31 2020,Penobscot,ME,Passenger,0,2,2,16,18,11.11
March 31 2021,Harrison,MS,Passenger,2,0,2,55,57,3.51
June 30 2019,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
June 30 2023,Columbia,WA,Truck,0,0,0,1544,1544,0.00
November 30 2022,Klickitat,WA,Passenger,119,53,172,15064,15236,1.13
February 29 2020,Lewis,WA,Truck,0,0,0,26100,26100,0.00
March 31 2023,Fairbanks North Star,AK,Passenger,0,1,1,67,68,1.47
December 31 2018,Whatcom,WA,Passenger,758,370,1128,149390,150518,0.75
January 31 2024,DeKalb,GA,Passenger,1,0,1,34,35,2.86
December 31 2022,Prince George's,MD,Passenger,3,1,4,142,146,2.74
February 29 2020,Washington,OR,Passenger,1,0,1,487,488,0.20
April 30 2017,New London,CT,Passenger,1,0,1,251,252,0.40
July 31 2023,Thurston,WA,Passenger,3170,1246,4416,189618,194034,2.28
February 28 2023,Stafford,VA,Passenger,2,1,3,87,90,3.33
November 30 2018,Asotin,WA,Passenger,12,9,21,12722,12743,0.16
August 31 2022,Orange,CA,Passenger,8,3,11,416,427,2.58
August 31 2021,Spokane,WA,Passenger,1156,677,1833,325601,327434,0.56
November 30 2017,Garfield,WA,Truck,0,0,0,935,935,0.00
April 30 2022,Chelan,WA,Passenger,447,124,571,54468,55039,1.04
October 31 2021,Benton,WA,Truck,0,0,0,43691,43691,0.00
March 31 2024,Mason,WA,Truck,22,0,22,20418,20440,0.11
March 31 2017,Orleans,LA,Passenger,0,1,1,50,51,1.96
October 31 2020,Nueces,TX,Passenger,1,0,1,90,91,1.10
November 30 2023,Yellowstone,MT,Passenger,0,1,1,15,16,6.25
December 31 2020,Ventura,CA,Passenger,1,1,2,298,300,0.67
April 30 2024,Skamania,WA,Passenger,145,52,197,7949,8146,2.42
July 31 2022,Placer,CA,Passenger,2,0,2,78,80,2.50
April 30 2018,Columbia,WA,Truck,0,0,0,1523,1523,0.00
March 31 2021,Snohomish,WA,Truck,1,0,1,125887,125888,0.00
August 31 2020,Portsmouth,VA,Passenger,0,1,1,70,71,1.41
July 31 2022,Orange,FL,Passenger,3,0,3,91,94,3.19
November 30 2024,Hoke,NC,Passenger,1,0,1,53,54,1.85
January 31 2020,Santa Rosa,FL,Passenger,1,0,1,90,91,1.10
January 31 2024,Alexandria,VA,Passenger,3,0,3,87,90,3.33
February 29 2024,Hudson,NJ,Passenger,2,0,2,21,23,8.70
January 31 2020,Powhatan,VA,Passenger,1,0,1,1,2,50.00
April 30 2019,Spokane,WA,Passenger,512,401,913,309433,310346,0.29
October 31 2017,Skagit,WA,Passenger,152,126,278,88940,89218,0.31
March 31 2021,Franklin,WA,Passenger,99,88,187,61632,61819,0.30
April 30 2024,Adams,WA,Passenger,34,16,50,13149,13199,0.38
November 30 2023,El Paso,CO,Passenger,5,3,8,494,502,1.59
March 31 2024,Mohave,AZ,Passenger,1,0,1,33,34,2.94
May 31 2022,Sarasota,FL,Passenger,2,0,2,40,42,4.76
May 31 2024,Albemarle,VA,Passenger,3,0,3,15,18,16.67
October 31 2017,Multnomah,OR,Passenger,1,3,4,928,932,0.43
September 30 2020,Clallam,WA,Passenger,244,169,413,49864,50277,0.82
June 30 2021,Clallam,WA,Truck,1,0,1,22009,22010,0.00
January 31 2017,Duval,FL,Passenger,1,1,2,373,375,0.53
December 31 2021,Placer,CA,Passenger,2,0,2,85,87,2.30
September 30 2022,Jefferson,WA,Truck,3,0,3,9371,9374,0.03
May 31 2020,Stafford,VA,Passenger,1,1,2,100,102,1.96
June 30 2018,Canyon,ID,Passenger,0,1,1,99,100,1.00
March 31 2017,Polk,FL,Passenger,1,0,1,68,69,1.45
November 30 2024,Rockdale,GA,Passenger,1,0,1,7,8,12.50
July 31 2021,Pennington,SD,Passenger,1,0,1,33,34,2.94
December 31 2017,Nantucket,MA,Passenger,1,0,1,3,4,25.00
September 30 2018,DeKalb,IN,Passenger,1,0,1,1,2,50.00
May 31 2022,Douglas,WA,Truck,0,0,0,12759,12759,0.00
October 31 2017,Travis,TX,Passenger,1,1,2,199,201,1.00
January 31 2021,Grant,WA,Passenger,87,83,170,66063,66233,0.26
August 31 2017,Frederick,MD,Passenger,0,1,1,84,85,1.18
December 31 2022,Rockingham,NH,Passenger,1,0,1,19,20,5.00
October 31 2023,Charleston,SC,Passenger,0,2,2,53,55,3.64
January 31 2017,Marin,CA,Passenger,1,0,1,59,60,1.67
April 30 2019,Lee,FL,Passenger,1,0,1,53,54,1.85
December 31 2019,Powhatan,VA,Passenger,1,0,1,1,2,50.00
October 31 2018,Multnomah,OR,Passenger,3,4,7,789,796,0.88
April 30 2018,Kootenai,ID,Passenger,0,1,1,231,232,0.43
May 31 2019,Ferry,WA,Truck,0,0,0,3588,3588,0.00
July 31 2019,Garfield,WA,Truck,0,0,0,959,959,0.00
December 31 2017,New London,CT,Passenger,1,0,1,239,240,0.42
December 31 2020,Arlington,VA,Passenger,0,2,2,151,153,1.31
June 30 2024,Hillsborough,FL,Passenger,3,1,4,86,90,4.44
July 31 2024,Marin,CA,Passenger,2,1,3,30,33,9.09
December 31 2019,Douglas,NE,Passenger,0,1,1,63,64,1.56
October 31 2018,Whatcom,WA,Passenger,701,340,1041,148750,149791,0.69
May 31 2022,Island,WA,Passenger,792,370,1162,61674,62836,1.85
August 31 2018,Skamania,WA,Truck,0,0,0,3950,3950,0.00
May 31 2024,Lincoln,WA,Passenger,26,26,52,7546,7598,0.68
October 31 2017,Hamilton,IN,Passenger,1,0,1,58,59,1.69
December 31 2021,Mercer,NJ,Passenger,0,1,1,12,13,7.69
April 30 2017,Collier,FL,Passenger,1,0,1,21,22,4.55
January 31 2020,Kittitas,WA,Passenger,93,47,140,30069,30209,0.46
December 31 2018,St. Clair,IL,Passenger,0,1,1,168,169,0.59
May 31 2022,San Mateo,CA,Passenger,3,0,3,101,104,2.88
July 31 2021,St. Clair,IL,Passenger,1,0,1,144,145,0.69
September 30 2022,Mohave,AZ,Passenger,1,0,1,51,52,1.92
August 31 2024,Montgomery,OH,Passenger,0,1,1,37,38,2.63
July 31 2020,Allegheny,PA,Passenger,2,0,2,83,85,2.35
November 30 2024,Denton,TX,Passenger,1,0,1,26,27,3.70
January 31 2021,Denver,CO,Passenger,1,0,1,120,121,0.83
November 30 2020,Lee,FL,Passenger,1,0,1,47,48,2.08
August 31 2021,Ray,MO,Passenger,0,1,1,1,2,50.00
October 31 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.00
May 31 2019,Stevens,WA,Truck,0,0,0,18664,18664,0.00
March 31 2018,Chelan,WA,Passenger,96,41,137,53339,53476,0.26
February 28 2021,Spokane,WA,Truck,0,0,0,100933,100933,0.00
March 31 2020,Adams,WA,Truck,0,0,0,5217,5217,0.00
September 30 2017,Montgomery,MD,Passenger,1,0,1,312,313,0.32
October 31 2021,Onslow,NC,Passenger,0,1,1,164,165,0.61
April 30 2023,Mohave,AZ,Passenger,1,0,1,46,47,2.13
May 31 2022,Rockingham,NH,Passenger,1,0,1,21,22,4.55
April 30 2024,Collier,FL,Passenger,1,0,1,8,9,11.11
October 31 2024,Garfield,WA,Truck,0,0,0,978,978,0.00
June 30 2020,Dallas,TX,Passenger,1,0,1,210,211,0.47
October 31 2022,Spokane,WA,Passenger,1829,900,2729,323676,326405,0.84
May 31 2024,Island,WA,Passenger,1461,527,1988,60886,62874,3.16
May 31 2018,Prince George's,MD,Passenger,1,1,2,188,190,1.05
July 31 2021,Hennepin,MN,Passenger,3,0,3,81,84,3.57
May 31 2021,Alexandria,VA,Passenger,3,0,3,130,133,2.26
June 30 2022,Platte,MO,Passenger,1,0,1,24,25,4.00
December 31 2021,Marin,CA,Passenger,1,1,2,42,44,4.55
February 28 2023,Suffolk,MA,Passenger,2,0,2,25,27,7.41
March 31 2022,Pierce,WA,Passenger,4611,2221,6832,548923,555755,1.23
December 31 2019,St. Mary's,MD,Passenger,1,0,1,214,215,0.47
April 30 2021,Klickitat,WA,Truck,0,0,0,8237,8237,0.00
February 28 2022,Ferry,WA,Passenger,15,3,18,4437,4455,0.40
February 28 2021,Yakima,WA,Passenger,186,135,321,167413,167734,0.19
November 30 2021,Montgomery,MD,Passenger,3,2,5,222,227,2.20
April 30 2018,Sedgwick,KS,Passenger,0,1,1,102,103,0.97
June 30 2023,Harrison,MS,Passenger,1,0,1,41,42,2.38
March 31 2020,Shelby,TN,Passenger,0,1,1,93,94,1.06
February 28 2018,Orleans,LA,Passenger,0,1,1,45,46,2.17
February 29 2024,Kings,NY,Passenger,2,0,2,38,40,5.00
April 30 2023,St. Louis,MN,Passenger,0,1,1,8,9,11.11
August 31 2019,Santa Cruz,CA,Passenger,1,0,1,40,41,2.44
April 30 2022,Sumter,SC,Passenger,0,1,1,29,30,3.33
December 31 2021,Allen,IN,Passenger,1,0,1,19,20,5.00
May 31 2021,Garfield,WA,Truck,0,0,0,996,996,0.00
October 31 2020,Sacramento,CA,Passenger,1,1,2,275,277,0.72
May 31 2018,Spokane,WA,Truck,1,0,1,92348,92349,0.00
November 30 2024,Brevard,FL,Passenger,1,0,1,49,50,2.00
July 31 2020,Lewis,WA,Passenger,107,117,224,58117,58341,0.38
September 30 2017,Dale,AL,Passenger,0,1,1,61,62,1.61
March 31 2021,Harnett,NC,Passenger,1,1,2,195,197,1.02
February 29 2024,Burlington,NJ,Passenger,0,2,2,77,79,2.53
August 31 2022,Calvert,MD,Passenger,0,2,2,80,82,2.44
December 31 2021,Wichita,TX,Passenger,1,0,1,44,45,2.22
November 30 2020,Muskogee,OK,Passenger,0,1,1,2,3,33.33
September 30 2018,Ferry,WA,Passenger,2,2,4,4405,4409,0.09
January 31 2023,Columbia,WA,Passenger,8,1,9,2430,2439,0.37
March 31 2022,,,Passenger,5,2,7,316,323,2.17
July 31 2018,King,WA,Passenger,13478,5753,19231,1371780,1391011,1.38
March 31 2019,Kittitas,WA,Truck,0,0,0,14253,14253,0.00
May 31 2024,Grant,WA,Truck,27,0,27,28145,28172,0.10
January 31 2023,Okanogan,WA,Truck,2,0,2,16421,16423,0.01
March 31 2024,Solano,CA,Passenger,5,0,5,140,145,3.45
November 30 2024,Ventura,CA,Passenger,2,3,5,178,183,2.73
January 31 2018,Arlington,VA,Passenger,1,2,3,182,185,1.62
May 31 2018,Portsmouth,VA,Passenger,0,1,1,74,75,1.33
November 30 2022,Palm Beach,FL,Passenger,2,1,3,61,64,4.69
December 31 2021,Washtenaw,MI,Passenger,0,1,1,34,35,2.86
January 31 2023,Lake,IN,Passenger,0,1,1,11,12,8.33
September 30 2022,Brown,WI,Passenger,1,0,1,7,8,12.50
December 31 2018,Eagle,CO,Passenger,1,0,1,5,6,16.67
February 28 2017,Bexar,TX,Passenger,1,2,3,1168,1171,0.26
May 31 2018,Bexar,TX,Passenger,2,3,5,779,784,0.64
September 30 2017,San Juan,WA,Truck,0,0,0,5558,5558,0.00
May 31 2023,Clackamas,OR,Passenger,0,1,1,132,133,0.75
June 30 2023,Whatcom,WA,Passenger,2486,880,3366,147740,151106,2.23
February 28 2019,Thurston,WA,Passenger,779,590,1369,195744,197113,0.69
February 28 2021,Washington,MD,Passenger,1,0,1,9,10,10.00
December 31 2017,Okanogan,WA,Truck,0,0,0,16267,16267,0.00
February 28 2022,Asotin,WA,Truck,0,0,0,6729,6729,0.00
July 31 2019,Spokane,WA,Truck,1,0,1,95204,95205,0.00
January 31 2020,Cowlitz,WA,Passenger,126,111,237,73582,73819,0.32
November 30 2024,Pacific,WA,Passenger,130,122,252,15162,15414,1.63
July 31 2018,Gwinnett,GA,Passenger,0,1,1,87,88,1.14
April 30 2020,Skamania,WA,Passenger,29,17,46,8603,8649,0.53
February 29 2024,San Francisco,CA,Passenger,2,0,2,56,58,3.45
April 30 2024,San Diego,CA,Truck,1,0,1,412,413,0.24
February 28 2019,St. Lucie,FL,Passenger,1,0,1,30,31,3.23
January 31 2018,Cook,IL,Passenger,1,0,1,286,287,0.35
July 31 2018,Douglas,WA,Truck,0,0,0,11967,11967,0.00
February 28 2022,San Diego,CA,Passenger,17,5,22,2551,2573,0.86
September 30 2024,Norfolk,VA,Passenger,0,1,1,205,206,0.49
January 31 2020,Yakima,WA,Truck,0,0,0,59622,59622,0.00
November 30 2018,Stevens,WA,Passenger,17,27,44,31773,31817,0.14
January 31 2020,Kittitas,WA,Truck,0,0,0,14666,14666,0.00
December 31 2021,Mason,WA,Passenger,264,151,415,47718,48133,0.86
April 30 2022,Richland,SC,Passenger,0,2,2,142,144,1.39
September 30 2024,Arapahoe,CO,Passenger,2,1,3,54,57,5.26
April 30 2020,Klamath,OR,Passenger,1,0,1,37,38,2.63
August 31 2023,Duval,FL,Passenger,1,0,1,250,251,0.40
September 30 2019,Portsmouth,VA,Passenger,0,1,1,78,79,1.27
June 30 2024,Middlesex,NJ,Passenger,1,0,1,22,23,4.35
September 30 2024,Kent,DE,Passenger,1,0,1,38,39,2.56
April 30 2020,Twin Falls,ID,Passenger,0,1,1,29,30,3.33
July 31 2022,Wichita,TX,Passenger,1,0,1,42,43,2.33
September 30 2023,Bartow,GA,Passenger,0,1,1,3,4,25.00
January 31 2023,Monterey,CA,Passenger,0,4,4,139,143,2.80
May 31 2021,Fresno,CA,Passenger,1,0,1,196,197,0.51
March 31 2023,Cass,MN,Passenger,0,1,1,2,3,33.33
November 30 2022,Louisa,VA,Passenger,0,1,1,1,2,50.00
January 31 2022,Pierce,WA,Passenger,4352,2141,6493,552965,559458,1.16
April 30 2021,Allegheny,PA,Passenger,2,1,3,76,79,3.80
January 31 2022,Whitman,WA,Truck,0,0,0,8558,8558,0.00
July 31 2017,Norfolk,VA,Passenger,1,1,2,308,310,0.65
October 31 2018,Franklin,WA,Truck,0,0,0,18942,18942,0.00
January 31 2021,Skagit,WA,Truck,1,0,1,32840,32841,0.00
October 31 2024,Clark,WA,Passenger,9333,3273,12606,309235,321841,3.92
January 31 2019,Alexandria,VA,Passenger,1,0,1,160,161,0.62
November 30 2024,District of Columbia,DC,Passenger,3,1,4,112,116,3.45
October 31 2024,Sacramento,CA,Truck,1,0,1,27,28,3.57
April 30 2024,Wilson,TX,Passenger,0,1,1,3,4,25.00
March 31 2017,Jefferson,WA,Truck,0,0,0,9445,9445,0.00
June 30 2018,Orange,CA,Passenger,4,1,5,581,586,0.85
November 30 2021,Fairbanks North Star,AK,Passenger,0,1,1,82,83,1.20
August 31 2018,New Haven,CT,Passenger,0,1,1,48,49,2.04
April 30 2022,Klickitat,WA,Passenger,99,55,154,15216,15370,1.00
February 28 2023,Moore,NC,Passenger,0,1,1,117,118,0.85
August 31 2023,Island,WA,Truck,34,0,34,20906,20940,0.16
August 31 2024,Berkeley,SC,Passenger,1,1,2,79,81,2.47
December 31 2020,Twin Falls,ID,Passenger,0,1,1,25,26,3.85
September 30 2022,Queens,NY,Passenger,1,0,1,45,46,2.17
May 31 2024,Plaquemines,LA,Passenger,1,1,2,19,21,9.52
May 31 2019,Clallam,WA,Passenger,167,133,300,50558,50858,0.59
November 30 2017,Dallas,TX,Passenger,0,1,1,190,191,0.52
October 31 2019,Lake,IL,Passenger,1,0,1,177,178,0.56
August 31 2022,Lincoln,WA,Truck,0,0,0,4836,4836,0.00
June 30 2022,Wahkiakum,WA,Truck,0,0,0,1803,1803,0.00
April 30 2018,Grant,WA,Passenger,31,41,72,62794,62866,0.11
May 31 2024,San Diego,CA,Passenger,21,8,29,1897,1926,1.51
November 30 2024,St. Mary's,MD,Passenger,3,0,3,140,143,2.10
July 31 2021,Sacramento,CA,Passenger,2,1,3,254,257,1.17
April 30 2024,Prince William,VA,Passenger,2,4,6,140,146,4.11
February 28 2022,Williamson,TX,Passenger,1,2,3,112,115,2.61
October 31 2018,Rogers,OK,Passenger,1,0,1,8,9,11.11
November 30 2022,Orange,NC,Passenger,1,0,1,6,7,14.29
June 30 2019,Multnomah,OR,Passenger,5,5,10,771,781,1.28
July 31 2021,Pend Oreille,WA,Truck,0,0,0,5741,5741,0.00
May 31 2018,Cumberland,NC,Passenger,1,0,1,550,551,0.18
November 30 2021,Walla Walla,WA,Passenger,136,84,220,36353,36573,0.60
June 30 2019,Clallam,WA,Passenger,173,137,310,50492,50802,0.61
March 31 2021,Adams,WA,Passenger,10,7,17,12985,13002,0.13
December 31 2023,Pend Oreille,WA,Truck,2,0,2,5578,5580,0.04
March 31 2022,New London,CT,Passenger,1,4,5,211,216,2.31
October 31 2021,Lincoln,WA,Passenger,7,16,23,7698,7721,0.30
June 30 2021,Skagit,WA,Truck,1,0,1,32997,32998,0.00
July 31 2023,Prince William,VA,Passenger,1,4,5,170,175,2.86
February 28 2022,Goochland,VA,Passenger,4,2,6,211,217,2.76
February 28 2022,Rockingham,NH,Passenger,1,0,1,22,23,4.35
March 31 2018,Manassas,VA,Passenger,0,1,1,8,9,11.11
October 31 2024,DeKalb,GA,Truck,1,0,1,0,1,100.00
November 30 2024,Benton,WA,Truck,63,0,63,41593,41656,0.15
August 31 2022,Lincoln,WA,Passenger,9,16,25,7681,7706,0.32
November 30 2018,Jefferson,WA,Passenger,169,104,273,24784,25057,1.09
January 31 2017,Multnomah,OR,Passenger,0,3,3,1292,1295,0.23
February 28 2021,Klamath,OR,Passenger,1,0,1,34,35,2.86
December 31 2020,Suffolk,MA,Passenger,0,2,2,38,40,5.00
October 31 2021,Kern,CA,Passenger,0,1,1,201,202,0.50
October 31 2019,San Francisco,CA,Passenger,2,2,4,106,110,3.64
October 31 2024,Kauai,HI,Passenger,0,1,1,12,13,7.69
January 31 2020,Wilson,TX,Passenger,0,1,1,8,9,11.11
June 30 2018,Manassas,VA,Passenger,0,1,1,9,10,10.00
March 31 2021,Wahkiakum,WA,Truck,0,0,0,1786,1786,0.00
June 30 2018,Prince George's,MD,Passenger,1,1,2,189,191,1.05
August 31 2017,Kitsap,WA,Truck,1,0,1,52566,52567,0.00
September 30 2018,Klickitat,WA,Truck,0,0,0,8130,8130,0.00
April 30 2022,San Bernardino,CA,Passenger,2,1,3,385,388,0.77
February 28 2023,Kittitas,WA,Truck,6,0,6,14559,14565,0.04
July 31 2018,Brevard,FL,Passenger,0,1,1,95,96,1.04
September 30 2023,Kern,CA,Passenger,1,1,2,177,179,1.12
September 30 2024,Anchorage,AK,Passenger,1,0,1,75,76,1.32
December 31 2023,Rockingham,NH,Passenger,1,0,1,12,13,7.69
March 31 2017,Skagit,WA,Passenger,119,91,210,87506,87716,0.24
November 30 2023,Mason,WA,Passenger,534,222,756,46151,46907,1.61
August 31 2018,Thurston,WA,Truck,0,0,0,54540,54540,0.00
March 31 2024,Walla Walla,WA,Truck,11,0,11,13628,13639,0.08
March 31 2020,Skamania,WA,Passenger,29,18,47,8706,8753,0.54
June 30 2020,Grays Harbor,WA,Truck,0,0,0,20900,20900,0.00
September 30 2021,Richland,SC,Passenger,0,1,1,142,143,0.70
March 31 2018,Whitman,WA,Passenger,18,23,41,22484,22525,0.18
February 28 2018,Kitsap,WA,Passenger,717,410,1127,176342,177469,0.64
January 31 2019,Maui,HI,Passenger,2,0,2,52,54,3.70
November 30 2023,DuPage,IL,Passenger,3,1,4,34,38,10.53
April 30 2018,Maui,HI,Passenger,1,0,1,60,61,1.64
March 31 2024,Lake,IL,Passenger,6,0,6,116,122,4.92
December 31 2022,District of Columbia,DC,Passenger,2,0,2,150,152,1.32
December 31 2023,Arlington,VA,Passenger,1,0,1,116,117,0.85
October 31 2017,Benton,WA,Truck,0,0,0,40386,40386,0.00
November 30 2021,Clackamas,OR,Passenger,2,0,2,190,192,1.04
July 31 2018,Asotin,WA,Truck,0,0,0,6626,6626,0.00
April 30 2020,Fairfax,VA,Passenger,5,2,7,754,761,0.92
February 28 2023,Allen,IN,Passenger,1,0,1,17,18,5.56
January 31 2024,Monterey,CA,Passenger,0,4,4,122,126,3.17
December 31 2021,Lake,FL,Passenger,1,0,1,26,27,3.70
October 31 2023,Lee,AL,Passenger,1,0,1,15,16,6.25
June 30 2022,Bartow,GA,Passenger,0,1,1,4,5,20.00
July 31 2019,Nantucket,MA,Passenger,1,0,1,2,3,33.33
December 31 2023,Whitman,WA,Truck,7,0,7,8641,8648,0.08
November 30 2021,Garfield,WA,Passenger,0,3,3,1344,1347,0.22
November 30 2018,Ferry,WA,Passenger,3,2,5,4383,4388,0.11
March 31 2024,Skamania,WA,Passenger,143,55,198,7970,8168,2.42
November 30 2023,Prince George,VA,Passenger,2,0,2,46,48,4.17
May 31 2020,Norfolk,VA,Passenger,2,2,4,331,335,1.19
May 31 2022,Hillsborough,FL,Passenger,1,1,2,140,142,1.41
December 31 2021,Essex,MA,Passenger,1,0,1,20,21,4.76
September 30 2023,Sedgwick,KS,Passenger,0,1,1,58,59,1.69
September 30 2023,Kootenai,ID,Passenger,0,2,2,126,128,1.56
March 31 2024,Charles,MD,Passenger,2,1,3,52,55,5.45
December 31 2020,Jones,GA,Passenger,1,0,1,1,2,50.00
December 31 2018,Washington,OR,Passenger,0,1,1,487,488,0.20
December 31 2023,Grant,WA,Passenger,370,164,534,67424,67958,0.79
December 31 2020,Chesapeake,VA,Passenger,0,2,2,426,428,0.47
September 30 2018,Honolulu,HI,Passenger,1,2,3,536,539,0.56
February 28 2021,Loudoun,VA,Passenger,1,0,1,74,75,1.33
January 31 2022,Denton,TX,Passenger,2,0,2,82,84,2.38
April 30 2020,Jones,GA,Passenger,1,0,1,1,2,50.00
April 30 2021,Nueces,TX,Passenger,1,0,1,84,85,1.18
August 31 2019,Manatee,FL,Passenger,1,0,1,39,40,2.50
November 30 2022,Pennington,SD,Passenger,2,0,2,26,28,7.14
February 29 2024,Lexington,SC,Passenger,1,0,1,19,20,5.00
March 31 2023,Adams,CO,Passenger,1,0,1,31,32,3.12
November 30 2024,Atlantic,NJ,Passenger,1,0,1,6,7,14.29
February 28 2022,Rockdale,GA,Passenger,1,0,1,7,8,12.50
June 30 2023,Arapahoe,CO,Passenger,1,1,2,85,87,2.30
July 31 2021,Whitman,WA,Passenger,61,49,110,21901,22011,0.50
December 31 2021,Skagit,WA,Passenger,693,300,993,91021,92014,1.08
July 31 2023,Skamania,WA,Truck,1,0,1,3844,3845,0.03
August 31 2018,King,WA,Truck,7,1,8,182934,182942,0.00
May 31 2023,Multnomah,OR,Passenger,2,2,4,514,518,0.77
September 30 2020,Clallam,WA,Truck,1,0,1,21764,21765,0.00
March 31 2023,Pacific,WA,Truck,3,0,3,7807,7810,0.04
May 31 2018,Klickitat,WA,Truck,0,0,0,8077,8077,0.00
January 31 2023,Contra Costa,CA,Passenger,0,3,3,199,202,1.49
January 31 2023,Kern,CA,Passenger,1,1,2,212,214,0.93
April 30 2024,Jefferson,NY,Passenger,2,0,2,177,179,1.12
June 30 2019,Harris,TX,Passenger,1,1,2,292,294,0.68
December 31 2019,Vigo,IN,Passenger,1,0,1,6,7,14.29
December 31 2017,Franklin,OH,Passenger,0,1,1,109,110,0.91
July 31 2021,Meade,KY,Passenger,1,0,1,28,29,3.45
October 31 2017,Lake,CA,Passenger,0,1,1,12,13,7.69
July 31 2023,Carroll,MD,Passenger,0,1,1,19,20,5.00
July 31 2024,Clark,WA,Passenger,8578,3093,11671,313370,325041,3.59
April 30 2019,Kitsap,WA,Passenger,1008,565,1573,180128,181701,0.87
December 31 2023,Clark,NV,Passenger,7,3,10,436,446,2.24
July 31 2022,Howard,IN,Passenger,0,1,1,4,5,20.00
July 31 2023,Currituck,NC,Passenger,1,0,1,19,20,5.00
January 31 2019,Middlesex,MA,Passenger,1,0,1,121,122,0.82
August 31 2024,Nassau,NY,Passenger,2,0,2,15,17,11.76
January 31 2023,Anne Arundel,MD,Truck,1,0,1,44,45,2.22
October 31 2019,Randolph,NC,Passenger,1,0,1,5,6,16.67
October 31 2024,Lincoln,WA,Truck,1,0,1,4675,4676,0.02
February 29 2020,Harris,TX,Passenger,1,0,1,285,286,0.35
September 30 2019,Harnett,NC,Passenger,1,1,2,217,219,0.91
April 30 2019,Prince George's,MD,Passenger,1,1,2,192,194,1.03
May 31 2018,Fairfax,VA,Passenger,3,1,4,829,833,0.48
March 31 2021,Mason,WA,Passenger,185,131,316,47869,48185,0.66
February 29 2024,Multnomah,OR,Passenger,2,1,3,421,424,0.71
October 31 2017,Stevens,WA,Truck,0,0,0,18293,18293,0.00
December 31 2021,Frederick,MD,Passenger,1,1,2,69,71,2.82
February 28 2019,Nassau,NY,Passenger,3,0,3,40,43,6.98
August 31 2017,Wayne,MI,Passenger,0,1,1,70,71,1.41
November 30 2020,Dakota,MN,Passenger,0,1,1,28,29,3.45
November 30 2024,Adams,CO,Passenger,1,0,1,23,24,4.17
October 31 2023,Maui,HI,Passenger,1,0,1,19,20,5.00
December 31 2018,Randolph,NC,Passenger,1,0,1,5,6,16.67
June 30 2017,Skagit,WA,Truck,1,0,1,31452,31453,0.00
October 31 2019,Cumberland,NC,Passenger,1,2,3,501,504,0.60
November 30 2023,King,WA,Truck,962,2,964,173114,174078,0.55
February 28 2017,Fairfax,VA,Passenger,3,2,5,867,872,0.57
December 31 2023,Montgomery,OH,Passenger,0,1,1,40,41,2.44
October 31 2018,Duval,FL,Passenger,1,2,3,383,386,0.78
March 31 2019,Clackamas,OR,Passenger,1,1,2,219,221,0.90
September 30 2018,Lee,AL,Passenger,1,0,1,37,38,2.63
March 31 2023,Madison,IL,Passenger,2,0,2,17,19,10.53
April 30 2022,Wichita,TX,Passenger,1,0,1,43,44,2.27
May 31 2020,Shasta,CA,Passenger,1,0,1,35,36,2.78
April 30 2019,Oldham,KY,Passenger,0,1,1,5,6,16.67
May 31 2018,Franklin,WA,Passenger,38,63,101,57670,57771,0.17
March 31 2021,Maricopa,AZ,Passenger,7,7,14,1420,1434,0.98
July 31 2024,Virginia Beach,VA,Passenger,3,3,6,401,407,1.47
January 31 2019,Contra Costa,CA,Passenger,1,1,2,394,396,0.51
May 31 2020,Harrison,MS,Passenger,1,0,1,59,60,1.67
September 30 2022,Sarpy,NE,Passenger,1,0,1,63,64,1.56
July 31 2017,Sedgwick,KS,Passenger,0,1,1,113,114,0.88
June 30 2017,Nantucket,MA,Passenger,1,0,1,3,4,25.00
June 30 2020,Asotin,WA,Truck,0,0,0,6637,6637,0.00
March 31 2018,Adams,WA,Truck,0,0,0,5149,5149,0.00
August 31 2017,Alameda,CA,Passenger,0,1,1,364,365,0.27
October 31 2019,San Juan,WA,Truck,0,0,0,5922,5922,0.00
July 31 2021,Grant,WA,Truck,0,0,0,27912,27912,0.00
August 31 2019,Bexar,TX,Passenger,1,5,6,671,677,0.89
May 31 2018,Yakima,WA,Truck,0,0,0,58329,58329,0.00
January 31 2017,Lewis,WA,Truck,0,0,0,24794,24794,0.00
May 31 2017,Ferry,WA,Truck,0,0,0,3546,3546,0.00
September 30 2024,Grays Harbor,WA,Passenger,490,258,748,47364,48112,1.55
March 31 2021,Marion,IN,Passenger,1,0,1,66,67,1.49
March 31 2020,Charleston,SC,Passenger,1,0,1,110,111,0.90
August 31 2021,Baltimore,MD,Passenger,1,0,1,111,112,0.89
June 30 2021,Pima,AZ,Passenger,2,1,3,319,322,0.93
July 31 2023,Tarrant,TX,Passenger,2,0,2,95,97,2.06
September 30 2024,Sonoma,CA,Passenger,1,1,2,52,54,3.70
August 31 2022,Olmsted,MN,Passenger,1,0,1,6,7,14.29
November 30 2018,Pacific,WA,Passenger,20,23,43,15797,15840,0.27
September 30 2019,Clay,FL,Passenger,0,1,1,84,85,1.18
August 31 2021,Cowlitz,WA,Truck,0,1,1,29061,29062,0.00
